"titleInfo.title","subject.topic","language.languageTerm"
"[*] Madrasa Abu Bakr Muzhir [*] Bayt al-Qady [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Qadi Abu Bakr Ibn Muzhir Mosque, Cairo, al-Qahira, Egypt [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Bridge, culvert, and tunnel research","[*] Corrosion [*] Islamic courts [*] History [*] architecture [*] Dietary laws [*] Testing [*] Islam architecture [*] Muslims [*] Civil engineering [*] Concrete bridges [*] mihrabs [*] Relations [*] Administrative and political divisions [*] Reinforcing bars [*] Columns, Concrete [*] Theoretical and Applied Mechanics [*] Sunnites [*] minarets [*] Bridges [*] Foundations and piers [*] Shīʻah [*] Officials and employees [*] Judges [*] madrasas [*] Floors [*] religious buildings [*] Court records [*] Courts [*] Sources","[*] No linguistic content [*] English [*] eng [*] zxx [*] ara"
"[*] Madrasa Abu Bakr Muzhir [*] Bayt al-Qady [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Qadi Abu Bakr Ibn Muzhir Mosque, Cairo, al-Qahira, Egypt [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Crime and punishment in Islamic law","[*] Islamic courts [*] Dietary laws architecture [*] Muslims [*] Crime [*] History [*] Islam [*] Civil engineering [*] Concrete bridges [*] mihrabs [*] Relations [*] Administrative and political divisions [*] Punishment [*] Theoretical and Applied Mechanics [*] Sunnites [*] Criminal justice, Administration of (Islamic law) [*] minarets [*] Bridges [*] Foundations and piers [*] Punishment (Islamic law) [*] Shīʻah [*] Officials and employees [*] Judges [*] Floors [*] Court records [*] Religious aspects [*] Courts [*] Criminal law (Islamic law) [*] Sources","[*] English [*] eng [*] ara"
"[*] Madrasa Abu Bakr Muzhir [*] Bayt al-Qady Kitab al-Jihad from Qadi Nu'man's Da'a'im al-Islam [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Qadi Abu Bakr Ibn Muzhir Mosque, Cairo, al-Qahira, Egypt [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya","[*] Islamic courts [*] Dietary laws architecture [*] Muslims [*] Crime [*] History [*] Islam [*] Civil engineering [*] Concrete bridges [*] mihrabs [*] Relations [*] Administrative and political divisions [*] Punishment [*] Theoretical and Applied Mechanics [*] Sunnites [*] Criminal justice, Administration of (Islamic law) [*] minarets [*] Bridges [*] Foundations and piers [*] Punishment (Islamic law) [*] Shīʻah [*] Officials and employees [*] Judges [*] Floors [*] Court records [*] Religious aspects [*] Courts [*] Criminal law (Islamic law) [*] Sources","[*] English [*] eng [*] ara"
"[*] Madrasa Abu Bakr Muzhir [*] Bayt al-Qady Kibab al-iqtisar [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Qadi Abu Bakr Ibn Muzhir Mosque, Cairo, al-Qahira, Egypt [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya","[*] Islamic courts [*] Dietary laws architecture [*] Muslims [*] Crime [*] History [*] Islam [*] Civil engineering [*] Concrete bridges [*] mihrabs [*] Relations [*] Administrative and political divisions [*] Punishment [*] Theoretical and Applied Mechanics [*] Sunnites [*] Criminal justice, Administration of (Islamic law) [*] minarets [*] Bridges [*] Foundations and piers [*] Punishment (Islamic law) [*] Shīʻah [*] Officials and employees [*] Judges [*] Floors [*] Court records [*] Religious aspects [*] Courts [*] Criminal law (Islamic law) [*] Sources","[*] Arabic [*] English [*] eng [*] ara"
"[*] Madrasa Abu Bakr Muzhir [*] Bayt al-Qady development of Islamic law and society in the Maghrib [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Qadi Abu Bakr Ibn Muzhir Mosque, Cairo, al-Qahira, Egypt [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya","[*] Islamic courts [*] Domestic relations (Islamic law) [*] Dietary laws [*] Muslims [*] History [*] Islam [*] Civil engineering [*] mihrabs [*] Administrative and political divisions [*] Divorce (Islamic law) [*] Theoretical and Applied Mechanics [*] Sunnites [*] Criminal justice, Administration of (Islamic law) [*] Muftis (Muslim officials) [*] Judges (Islamic law) [*] minarets [*] Inheritance and succession (Islamic law) [*] Punishment (Islamic law) [*] Sociological jurisprudence [*] Officials and employees architecture [*] Judges [*] Court records [*] Courts [*] Criminal law (Islamic law) [*] Sources","[*] English [*] eng [*] ara"
"Arab folktales [*] Madrasa Abu Bakr Muzhir [*] Bayt al-Qady [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Qadi Abu Bakr Ibn Muzhir Mosque, Cairo, al-Qahira, Egypt [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya","[*] Islamic courts [*] Domestic relations (Islamic law) [*] Dietary laws [*] Muslims [*] History [*] Islam [*] Civil engineering [*] mihrabs [*] Tales [*] Administrative and political divisions [*] Divorce (Islamic law) [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Judges (Islamic law) [*] minarets [*] Inheritance and succession (Islamic law) [*] Punishment (Islamic law) [*] Sociological jurisprudence [*] Officials and employees architecture [*] Judges [*] Court records [*] Courts [*] Criminal law (Islamic law) [*] Sources","[*] English [*] eng [*] ara"
"Arab folktales [*] Shariʻah be-ʻidan ha-moderni English [*] Bayt al-Qady [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya [*] Shari'a in the modern era","[*] Islamic courts [*] Domestic relations (Islamic law) [*] Dietary laws [*] Muslims [*] History [*] Islam [*] Civil engineering [*] mihrabs [*] Administrative and political divisions [*] Divorce (Islamic law) [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Sociological jurisprudence [*] Judges (Islamic law) [*] Inheritance and succession (Islamic law) [*] Officials and employees architecture [*] Judges [*] Court records [*] Courts [*] Sources","[*] heb [*] English [*] eng"
"[*] Shariʻah be-ʻidan ha-moderni English [*] Bayt al-Qady [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Springs of Tel Dan, Tel el-Qadi, north of Kibbutz Dan [*] Shari'a in the modern era","[*] Islamic courts [*] Domestic relations (Islamic law) [*] Dietary laws [*] Muslims [*] springs (bodies of water) [*] History [*] Islam [*] Civil engineering [*] mihrabs [*] Administrative and political divisions [*] Divorce (Islamic law) [*] Theoretical and Applied Mechanics [*] Sunnites [*] Israel [*] Muftis (Muslim officials) [*] Islamic law [*] Sociological jurisprudence [*] Judges (Islamic law) [*] Inheritance and succession (Islamic law) [*] Officials and employees architecture [*] Judges [*] Court records [*] Courts [*] Sources","[*] heb [*] No linguistic content [*] English [*] eng [*] zxx"
"[*] Bayt al-Qady Histoire des îles [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Shariʻah be-ʻidan ha-moderni English [*] Mosque and Madrasa of al-Qadi Yahya [*] Shari'a in the modern era","[*] Islamic courts [*] Domestic relations (Islamic law) [*] Dietary laws architecture [*] Muslims [*] springs (bodies of water) [*] History [*] Islam [*] Civil engineering [*] mihrabs [*] Administrative and political divisions [*] Divorce (Islamic law) [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Sociological jurisprudence [*] Judges (Islamic law) [*] Inheritance and succession (Islamic law) [*] Officials and employees [*] Judges [*] Court records [*] Courts [*] Sources","[*] fre [*] heb [*] French [*] English [*] eng"
"Imperial Muslims [*] Shariʻah be-ʻidan ha-moderni English [*] Bayt al-Qady [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya [*] Shari'a in the modern era","[*] Islamic courts [*] History [*] Dietary laws architecture [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Sociological jurisprudence [*] Judges (Islamic law) [*] Social change [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Sources","[*] heb [*] English [*] eng"
"[*] Shariʻah be-ʻidan ha-moderni English [*] Bayt al-Qady [*] Emir Mamay Palace Law, custom, and statute in the Muslim world [*] Mosque of al Qadi Yahya [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya [*] Shari'a in the modern era","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) [*] Officials and employees architecture [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] heb [*] English [*] eng"
"[*] Shariʻah be-ʻidan ha-moderni English [*] Bayt al-Qady [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Bait al-Qady [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia [*] Shari'a in the modern era","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) [*] Officials and employees architecture [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] English [*] eng [*] ara"
"[*] Orchard of Sa'di [*] Fragrant Place of Sa'di [*] Bustan of Sa'di (Cairo, Dar al-Kutub A F 908) [*] Flower Garden of Sa'di [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) miniatures (paintings) [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] English [*] eng [*] No linguistic content [*] zxx [*] ara"
"[*] Orchard of Sa'di [*] Fragrant Place of Sa'di [*] Bustan of Sa'di (Cairo, Dar al-Kutub A F 908) [*] Flower Garden of Sa'di [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) miniatures (paintings) [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] eng [*] English [*] No linguistic content [*] zxx [*] ara"
"[*] Orchard of Sa'di [*] Fragrant Place of Sa'di [*] Bustan of Sa'di (Cairo, Dar al-Kutub A F 908) [*] Flower Garden of Sa'di [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) miniatures (paintings) [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] English [*] eng [*] No linguistic content [*] zxx [*] ara"
"[*] Orchard of Sa'di [*] Fragrant Place of Sa'di [*] Bustan of Sa'di (Cairo, Dar al-Kutub A F 908) [*] Flower Garden of Sa'di [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) miniatures (paintings) [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] English [*] eng [*] No linguistic content [*] zxx [*] ara"
"[*] Orchard of Sa'di [*] Fragrant Place of Sa'di [*] Bustan of Sa'di (Cairo, Dar al-Kutub A F 908) [*] Flower Garden of Sa'di [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) miniatures (paintings) [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] English [*] eng [*] No linguistic content [*] zxx [*] ara"
"[*] Orchard of Sa'di [*] Fragrant Place of Sa'di [*] Bustan of Sa'di (Cairo, Dar al-Kutub A F 908) [*] Flower Garden of Sa'di [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) miniatures (paintings) [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] English [*] eng [*] No linguistic content [*] zxx [*] ara"
"[*] Orchard of Sa'di [*] Fragrant Place of Sa'di [*] Bustan of Sa'di (Cairo, Dar al-Kutub A F 908) [*] Flower Garden of Sa'di [*] Emir Mamay Palace [*] Mosque of al Qadi Yahya [*] Mosque of al-Qadi Yehya [*] Mosque and Madrasa of al-Qadi Yahya Servants of the Sharia","[*] Islamic courts [*] History [*] Muslims [*] springs (bodies of water) [*] Colonies [*] Civil law [*] Islam [*] Civil engineering [*] Administrative and political divisions [*] Theoretical and Applied Mechanics [*] Sunnites [*] Muftis (Muslim officials) [*] Islamic law [*] Justice, Administration of (Islamic law) [*] Sociological jurisprudence [*] Judges (Islamic law) miniatures (paintings) [*] Officials and employees [*] Judges [*] Religious communities [*] Court records [*] Courts [*] Customary law (Islamic law) [*] Sources","[*] English [*] eng [*] No linguistic content [*] zxx [*] ara"
