relatedItem.location.physicalLocation.type
relatedItem.subject.topic
originInfo.dateIssued.encoding
relatedItem.part.detail.number
recordInfo.recordCreationDate
subject.geographicCode
recordInfo.languageOfCataloging.languageTerm
targetAudience.authority
subject.hierarchicalGeographic.country
subject.authority
targetAudience
location
location.url
recordInfo.recordChangeDate
relatedItem.name.namePart.type
extension.DRSMetadata.accessFlag
abstract.type
extension.sets.set.systemId
relatedItem.type
relatedItem.identifier
recordInfo.recordCreationDate.encoding
note.@altRepGroup
@schemaLocation
location.physicalLocation.@valueURI
location.physicalLocation.@displayLabel
extension.DRSMetadata.contentModel
extension.DRSMetadata.inDRS
titleInfo.@altRepGroup
extension.DRSMetadata.ownerCode
language.@objectPart
originInfo.place.placeTerm
originInfo.dateOther
relatedItem.@displayLabel
recordInfo.recordIdentifier
subject.genre
location.url.@access
subject.geographicCode.authority
relatedItem.location.physicalLocation
extension.librarycloud.processingDate
recordInfo.recordContentSource.authority
name.namePart.type
relatedItem.part.detail.type
name.@altRepGroup
extension.cultureWrap.culture
subject.name.namePart
physicalDescription.form.authority
identifier.@displayLabel
genre
relatedItem.location.url.@access
relatedItem.name.namePart
recordInfo.recordOrigin
titleInfo.@displayLabel
subject.hierarchicalGeographic.state
recordInfo.recordContentSource
relatedItem.otherType
subject.name.type
recordInfo.descriptionStandard
originInfo.publisher
name.type
location.physicalLocation
extension.DRSMetadata.metsLabel
classification
typeOfResource.@manuscript
recordInfo.languageOfCataloging.languageTerm.type
name.role.roleTerm
originInfo.dateCreated.encoding
originInfo.place.placeTerm.authority
originInfo.edition
relatedItem.originInfo.edition
relatedItem.recordInfo.recordIdentifier
titleInfo.title
relatedItem.location.url
relatedItem.titleInfo.partName
subject.topic
identifier.@invalid
originInfo.dateIssued.@qualifier
location.physicalLocation.type
name.role.roleTerm.type
extension.DRSMetadata.uriType
extension.librarycloud.HarvardRepositories.HarvardRepository
extension.sets.set.baseUrl
physicalDescription.extent
relatedItem.typeOfResource
originInfo.issuance
titleInfo.nonSort
location.shelfLocator
identifier
identifier.type
tableOfContents
extension.DRSMetadata.lastModifiedDate
originInfo.dateIssued
relatedItem.location.url.@note
relatedItem.name.type
relatedItem.location.shelfLocator
originInfo.dateIssued.@point
subject.geographic
originInfo.place.placeTerm.type
physicalDescription.form.type
recordInfo.languageOfCataloging.languageTerm.authority
recordInfo.recordIdentifier.source
relatedItem.note
location.url.@displayLabel
abstract
classification.authority
extension.sets.set.setName
physicalDescription.form
name.namePart
extension.sets.set.setSpec
extension.librarycloud.priorrecordids.recordIdentifier
language.languageTerm.type
relatedItem.titleInfo.title
titleInfo.subTitle
location.url.@note
language.languageTerm
note.type
genre.authority
note
relatedItem.originInfo.publisher
subject.name.namePart.type
titleInfo.type
relatedItem.location.url.@displayLabel
language.languageTerm.authority
extension.librarycloud.digitalFormats.digitalFormat
subject.hierarchicalGeographic.city
classification.edition
extension.librarycloud.priorrecordids.recordIdentifier.source
recordInfo.recordChangeDate.encoding
subject.@altRepGroup
originInfo.@altRepGroup
extension.DRSMetadata.ownerCodeDisplayName
extension.librarycloud.originalDocument
originInfo.dateCreated
relatedItem.physicalDescription.extent
originInfo.dateOther.@keyDate
extension.sets
relatedItem.location.physicalLocation.@valueURI
extension.DRSMetadata.fileDeliveryURL
extension.librarycloud.availableTo
subject.temporal
relatedItem.identifier.type
relatedItem.location.physicalLocation.@displayLabel
relatedItem.extension.HarvardRepositories.HarvardRepository
subject.titleInfo.title
typeOfResource
originInfo.dateCreated.@point
