relatedItem.relatedItem.location.physicalLocation.type
relatedItem.relatedItem.classification
relatedItem.relatedItem.location.shelfLocator
relatedItem.relatedItem.location.physicalLocation.@valueURI
relatedItem.abstract
relatedItem.relatedItem.titleInfo.title
relatedItem.titleInfo.partName
relatedItem.relatedItem.recordInfo.recordIdentifier
relatedItem.relatedItem.note
relatedItem.relatedItem.location.physicalLocation
relatedItem.relatedItem.location.physicalLocation.@displayLabel
relatedItem.extension
abstract.@href
relatedItem.relatedItem.type
identifier.@displayLabel
extension.sets
relatedItem.extension.styleWrap.style
location.holdingSimple.copyInformation.note.type
relatedItem.originInfo.place.placeTerm
titleInfo.@displayLabel
relatedItem.relatedItem.typeOfResource
physicalDescription.reformattingQuality
subject.@altRepGroup
relatedItem.physicalDescription.extent
relatedItem.relatedItem.location.url.@note
relatedItem.genre
relatedItem.relatedItem.extension.HarvardRepositories.HarvardRepository
location.holdingSimple.copyInformation.note
titleInfo.partName
