relatedItem.extension.indexingMaterialsTechSet.termMaterialsTech
relatedItem.accessCondition
typeOfResource.@manuscript
titleInfo.partName
relatedItem.classification
subject.hierarchicalGeographic.state
relatedItem.accessCondition.type
relatedItem.originInfo.dateCreated
relatedItem.accessCondition.@displayLabel
physicalDescription.reformattingQuality
subject.@altRepGroup
titleInfo.partNumber
originInfo.dateOther.type
